V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.705133393259204,0.737829277275995,0.692522993829977,0.602301828991073,0.733870086609066,All,1,Yld.year3.BC
0.699326306149392,0.744848491958971,0.69326298167254,0.589413254375159,0.720046847322928,CDmean,1,Yld.year3.BC
0.69230881109292,0.731471966051946,0.696166478764475,0.558741034965905,0.705711263801626,Random,1,Yld.year3.BC
0.684031873181644,0.731040704126799,0.62503644723356,0.68949925469986,0.714596024187405,All,2,Yld.year3.BC
0.674058640336472,0.731903688254349,0.603598178076197,0.68758565440207,0.688432088075033,CDmean,2,Yld.year3.BC
0.63466558206083,0.696331533424242,0.563870171251147,0.656873206602092,0.681477755327367,Random,2,Yld.year3.BC
0.719426011442498,0.690403093773477,0.690100846287298,0.722456524747867,0.640888242145158,All,3,Yld.year3.BC
0.704770034032575,0.673058498307669,0.682571042828882,0.721416050903509,0.640656249374096,CDmean,3,Yld.year3.BC
0.71128286940994,0.637125214875772,0.64932749246696,0.717792877413521,0.521455174698747,Random,3,Yld.year3.BC
0.686271503020983,0.737596792496123,0.675245261038135,0.679549035087317,0.667752917936547,All,4,Yld.year3.BC
0.661122247398449,0.732840508962359,0.703056885979776,0.655370442986952,0.663565627524849,CDmean,4,Yld.year3.BC
0.659004080402497,0.734081472291281,0.679930363462677,0.655660796877146,0.642692269635926,Random,4,Yld.year3.BC
0.801301355484533,0.593367863047181,0.740478790528764,0.613038280360856,0.656362996221257,All,5,Yld.year3.BC
0.797177762920993,0.584191958130609,0.740636156872684,0.60535152149657,0.651410766637986,CDmean,5,Yld.year3.BC
0.778125729164318,0.478463527650778,0.744982027645731,0.622407669043553,0.645571487748329,Random,5,Yld.year3.BC
0.680795612414471,0.756125027661441,0.765458872937453,0.669779644765787,0.612800562180423,All,6,Yld.year3.BC
0.65774639828895,0.7592621807369,0.759169059166125,0.662239652135381,0.615448691858825,CDmean,6,Yld.year3.BC
0.624488121475087,0.728610418144694,0.720004324313801,0.650953590639631,0.626020763683612,Random,6,Yld.year3.BC
0.659240349477522,0.704824900657665,0.732172444608245,0.654220983202483,0.695054043533667,All,7,Yld.year3.BC
0.674463270714497,0.663935762300471,0.734471888154284,0.643693612735705,0.675538752841885,CDmean,7,Yld.year3.BC
0.69523965505959,0.688553496736348,0.654906974709684,0.634451998268548,0.677487555699353,Random,7,Yld.year3.BC
0.716963772118601,0.703825802659236,0.724923429759407,0.651396344093635,0.665064648381989,All,8,Yld.year3.BC
0.709982952273999,0.687368930430876,0.726070232412043,0.632278468613924,0.668336983871156,CDmean,8,Yld.year3.BC
0.706962379721489,0.616423623754387,0.712486900726144,0.630383291692944,0.66019731895379,Random,8,Yld.year3.BC
0.737022890807144,0.692030219688773,0.683193546711933,0.627334092237523,0.716982239567973,All,9,Yld.year3.BC
0.734285857332118,0.682681442630828,0.66022708997757,0.623574473099476,0.692191627459503,CDmean,9,Yld.year3.BC
0.69366755845954,0.655579763692743,0.614173852038419,0.595536107876276,0.598489592440838,Random,9,Yld.year3.BC
0.710352382378877,0.721748617740544,0.716805024542183,0.631262449668388,0.676524173274516,All,10,Yld.year3.BC
0.718686891228064,0.710042360933705,0.704153105210307,0.635998292108003,0.669130479059998,CDmean,10,Yld.year3.BC
0.680996107177873,0.686584623199787,0.62875805647312,0.616648984863852,0.648392746582601,Random,10,Yld.year3.BC
