V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.437702110112552,0.268796118011647,0.566962776710934,0.474061798662131,0.4972569798718,All,1,DBI.year3.BC
0.390002285629455,0.340880994319755,0.518852771267288,0.500359360863015,0.478787600469598,CDmean,1,DBI.year3.BC
0.402528232429157,0.223104808905211,0.346917117910353,0.400644121168332,0.467529344122179,Random,1,DBI.year3.BC
0.372379589184881,0.354341154164172,0.488962391105785,0.544276274288991,0.495944336901383,All,2,DBI.year3.BC
0.391812287799652,0.371970443615414,0.522097574329613,0.517917217405932,0.510933143896138,CDmean,2,DBI.year3.BC
0.408995313098989,0.368515597397069,0.308694054123734,0.46614061049918,0.467239709777803,Random,2,DBI.year3.BC
0.483982845512685,0.482622858529524,0.414144390148287,0.531128282822446,0.385780068544102,All,3,DBI.year3.BC
0.436055484810512,0.47808483132633,0.346103532160446,0.526582742484183,0.386086387540844,CDmean,3,DBI.year3.BC
0.231226447477913,0.489514580021704,0.292553508150189,0.392754623134223,0.274121168946022,Random,3,DBI.year3.BC
0.537942177064266,0.461329962791328,0.388278031871825,0.49178533524692,0.448331168336105,All,4,DBI.year3.BC
0.463575820708663,0.33183518164265,0.392876666849569,0.435336946494976,0.396215842969277,CDmean,4,DBI.year3.BC
0.296243061798757,0.349842758648681,0.320412330088247,0.216826045340517,0.39831388185557,Random,4,DBI.year3.BC
0.4669456154073,0.310162380160593,0.508173184915941,0.565120202615801,0.507088191592138,All,5,DBI.year3.BC
0.431673470919382,0.276093032795011,0.426659134112952,0.541549946642241,0.431242546679654,CDmean,5,DBI.year3.BC
0.455246822125099,0.23102212706844,0.378312920279309,0.57369651644041,0.366118830617325,Random,5,DBI.year3.BC
0.452510073407049,0.402099963678606,0.524242748948218,0.337151695476287,0.620688146135078,All,6,DBI.year3.BC
0.394349990176987,0.366331062077339,0.531674760385231,0.336263620300627,0.566461769588839,CDmean,6,DBI.year3.BC
0.260023836485388,0.333980221046915,0.505876562655142,0.319831659547438,0.363156183001174,Random,6,DBI.year3.BC
0.521651428357379,0.467299705110836,0.396054968417365,0.522659752864545,0.551401777122922,All,7,DBI.year3.BC
0.493878009760455,0.416511691794589,0.428767383592233,0.423476661670874,0.515532905621055,CDmean,7,DBI.year3.BC
0.306330900062559,0.330085978937479,0.374081207455556,0.369499485815713,0.437497108723985,Random,7,DBI.year3.BC
0.432302527035434,0.577193643623488,0.516197747126106,0.465764371099248,0.379833027712099,All,8,DBI.year3.BC
0.424663375398735,0.512064165392601,0.501266873965338,0.413767595627953,0.317881288720812,CDmean,8,DBI.year3.BC
0.312563958923996,0.531476377535163,0.291859817969479,0.409766700344379,0.356061428534131,Random,8,DBI.year3.BC
0.495562915209077,0.612861041399353,0.361586344976729,0.442728160161014,0.442940752809074,All,9,DBI.year3.BC
0.514860656074596,0.593733329505853,0.373710968822352,0.488088242085366,0.391287874747021,CDmean,9,DBI.year3.BC
0.456651437958791,0.551748602019167,0.332625766534334,0.421153456011066,0.419331534802824,Random,9,DBI.year3.BC
0.490502490913514,0.522132787279653,0.419089276156655,0.523529075820223,0.370366165995041,All,10,DBI.year3.BC
0.544213663849392,0.488436826676058,0.403579958192079,0.488619888024921,0.327109354380833,CDmean,10,DBI.year3.BC
0.482043376662919,0.463184251787821,0.311579149310925,0.428365695113552,0.419836874889612,Random,10,DBI.year3.BC
