V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.241598652731486,0.215454811600508,0.228044651347756,0.202179384028475,0.16273607278546,All,1,Ccirc.year3.BC
0.237670199343667,0.285254506915608,0.215140879414645,0.0995717307850905,0.158322140034111,CDmean,1,Ccirc.year3.BC
0.129678151362703,0.210660599946845,0.198784011285479,0.172600405805775,0.0973396232179959,Random,1,Ccirc.year3.BC
0.245125605740392,0.1354563512589,0.23100535520456,0.280005803895842,0.187760643693817,All,2,Ccirc.year3.BC
0.327645106141717,0.158726271865228,0.247173737720005,0.210861143934521,0.187794270241879,CDmean,2,Ccirc.year3.BC
0.293432591195066,0.085571690469772,0.175438810672982,0.222045193089761,0.14231702175275,Random,2,Ccirc.year3.BC
0.29122965240312,0.174392692640364,0.186685770879067,0.178842295971902,0.222571840474834,All,3,Ccirc.year3.BC
0.331676822172172,0.140203117179464,0.159776743837809,0.112806530170768,0.168737133435169,CDmean,3,Ccirc.year3.BC
0.323858253204731,0.114520615648368,0.142904629812626,-0.0403019870446584,0.115302942267769,Random,3,Ccirc.year3.BC
0.248944621540264,0.175553429063713,0.137241479253021,0.170903920517657,0.141149677448596,All,4,Ccirc.year3.BC
0.18162921758693,0.203259989772232,0.156977844179972,0.180733857217966,0.250798827118039,CDmean,4,Ccirc.year3.BC
0.297278013255946,0.0658403511777394,0.119444648653264,0.181362355302107,0.101544136329679,Random,4,Ccirc.year3.BC
0.148347879515041,0.223402397450216,0.176196298148965,0.182780689123243,0.242291122907743,All,5,Ccirc.year3.BC
0.171941500183455,0.249637913424565,0.192061901608587,0.103363459840743,0.193137126328069,CDmean,5,Ccirc.year3.BC
0.228960556131524,0.266703919149866,0.237172017822975,0.0652946997297264,0.0636419440604315,Random,5,Ccirc.year3.BC
0.0770764587623121,0.291236820502165,0.185247608434271,0.200826803072691,0.253634338969273,All,6,Ccirc.year3.BC
0.103794261470205,0.215071235504396,0.156438022304018,0.228548470222492,0.281832576790211,CDmean,6,Ccirc.year3.BC
0.10526331442707,-0.0420320968182143,0.140164747694541,0.239013007339228,0.240082160888795,Random,6,Ccirc.year3.BC
0.106814063865709,0.0789407238146468,0.353190847244515,0.276526130933319,0.175508886343889,All,7,Ccirc.year3.BC
0.167740991496608,0.079491630315407,0.361368906056024,0.282056782762923,0.0842888866778816,CDmean,7,Ccirc.year3.BC
0.248184553688178,-0.062461705884859,0.055627372974623,0.232877159906775,0.137730002719296,Random,7,Ccirc.year3.BC
0.173629587330691,0.339168394176826,0.31614430868749,0.0156530949075278,0.177309314122387,All,8,Ccirc.year3.BC
0.0835384563251786,0.2669993311362,0.308503850687432,0.0992132138061353,0.200583086873612,CDmean,8,Ccirc.year3.BC
0.0686693934324298,0.238946544718301,0.325277309354239,0.0235416811764556,0.178314986503163,Random,8,Ccirc.year3.BC
0.226967604152248,0.101760909329706,0.202563149310195,0.279916878747636,0.237193340098585,All,9,Ccirc.year3.BC
0.183374696828209,0.0974246443569435,0.0771382528366144,0.21746362534819,0.220247833517311,CDmean,9,Ccirc.year3.BC
0.196896292999216,0.0264445135915068,0.00934337112867853,0.198026661772582,0.231229561604672,Random,9,Ccirc.year3.BC
0.27532347085794,0.303980028305208,-0.00428186826110953,0.194341852260069,0.216165320320959,All,10,Ccirc.year3.BC
0.221174752876313,0.345198311160739,-0.0569016902772299,0.227812563057696,0.23168206646367,CDmean,10,Ccirc.year3.BC
0.25688562295312,0.267313859749569,-0.00434719380867291,0.247967849386094,0.220652422149289,Random,10,Ccirc.year3.BC
