V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.76439647293432,0.826646501141158,0.765138989285169,0.693934684190842,0.725292824290722,All,1,HD1.days.year3
0.743091331626221,0.808754588954921,0.718191792823047,0.698357054216313,0.696999986286091,CDmean,1,HD1.days.year3
0.759494646905153,0.785362024328047,0.661072514018764,0.674921435480335,0.675608780952051,Random,1,HD1.days.year3
0.805991319656515,0.718330610690761,0.756985960708436,0.764797484221574,0.765368893230674,All,2,HD1.days.year3
0.776113210307115,0.673597781608251,0.721861084169352,0.77466390757625,0.695512508300995,CDmean,2,HD1.days.year3
0.754047247479963,0.637881470884296,0.675798204214574,0.706424266908859,0.678679469125612,Random,2,HD1.days.year3
0.708771590835907,0.656757267498399,0.761216440283026,0.788093706011681,0.859009414292039,All,3,HD1.days.year3
0.674401131468016,0.610447190046287,0.651748725959009,0.773095466927974,0.803689290946243,CDmean,3,HD1.days.year3
0.614563424065998,0.572412890267262,0.51854520727538,0.763525050614995,0.816754749299516,Random,3,HD1.days.year3
0.836482300335946,0.636966899193828,0.794451526127794,0.642345219603466,0.754009236464515,All,4,HD1.days.year3
0.801600616630333,0.650165298241255,0.734118429670016,0.609214654114476,0.752022265314562,CDmean,4,HD1.days.year3
0.744666314442024,0.624529795152064,0.663835664463864,0.575218924819573,0.706773401996285,Random,4,HD1.days.year3
0.780480557958021,0.705378901073529,0.70416429555057,0.765837661526025,0.781099728248697,All,5,HD1.days.year3
0.719138922759271,0.683930815346057,0.656991413071549,0.731062258997934,0.787292009576767,CDmean,5,HD1.days.year3
0.71918539468534,0.581487189527948,0.676500954458862,0.731529470151397,0.770857198695951,Random,5,HD1.days.year3
0.81664767878962,0.807201934655596,0.78830050370393,0.660489340193153,0.725712941782244,All,6,HD1.days.year3
0.795476597212241,0.794904899133478,0.732930098735425,0.617508213245819,0.734057524687968,CDmean,6,HD1.days.year3
0.693734056811058,0.762872845224358,0.737079194813631,0.598466656029916,0.733504266819296,Random,6,HD1.days.year3
0.717597396143088,0.767209650743854,0.755608763006123,0.812453003466502,0.738758749519803,All,7,HD1.days.year3
0.647128009929564,0.743620955891857,0.754012474678191,0.797174049326336,0.750847792567206,CDmean,7,HD1.days.year3
0.607962226972564,0.507038019564583,0.725988712617043,0.696594249844955,0.715991999856556,Random,7,HD1.days.year3
0.73776024412986,0.782625988642367,0.737632957954686,0.682548731197605,0.805505406854586,All,8,HD1.days.year3
0.702410531164784,0.736444011541367,0.684990684132995,0.6963956256426,0.736391197527937,CDmean,8,HD1.days.year3
0.681100855996907,0.602291281037265,0.62298816152775,0.680056148482008,0.656540905936238,Random,8,HD1.days.year3
0.734478446969486,0.74256632955373,0.800183323434571,0.729259120816249,0.798618550205402,All,9,HD1.days.year3
0.659070777372466,0.735253259826301,0.794266987546062,0.707721416636822,0.748497613797871,CDmean,9,HD1.days.year3
0.636960340568744,0.677734939944384,0.769474713632015,0.651817565203992,0.691874935878059,Random,9,HD1.days.year3
0.690595624108946,0.766691344673615,0.825818394786074,0.77039614472282,0.729502133930083,All,10,HD1.days.year3
0.616036484576046,0.738568955309307,0.775230045665047,0.738217775484375,0.743537454773716,CDmean,10,HD1.days.year3
0.563255437444929,0.699140690214441,0.656631769345797,0.673055781588294,0.64541252119005,Random,10,HD1.days.year3
