V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.341811022119757,0.403938754017684,0.258848291004023,0.210253558387971,0.340397199232113,All,1,Bcirc.year3.BC
0.321467846392675,0.344203637388147,0.268301692020693,0.137577536555249,0.306842648667053,CDmean,1,Bcirc.year3.BC
0.262364104364212,0.343876619856752,0.249233337274334,0.157018649173582,0.165413199271038,Random,1,Bcirc.year3.BC
0.29976121181262,0.156030013220071,0.331831480154701,0.444413179584576,0.395057058404549,All,2,Bcirc.year3.BC
0.322440642421807,0.110504073731165,0.285229291721909,0.403495348367127,0.359919320186387,CDmean,2,Bcirc.year3.BC
0.300753486865142,0.121446757837394,0.162024745327122,0.337087884706168,0.357026650793738,Random,2,Bcirc.year3.BC
0.21133669907586,0.154724526886801,0.459139036887766,0.400842122830319,0.265827272338351,All,3,Bcirc.year3.BC
0.213354980460198,0.140114570907023,0.414722455326937,0.34630337812749,0.280033991097481,CDmean,3,Bcirc.year3.BC
0.147624990357122,0.147323205440078,0.334193999170793,0.332836355050753,0.00858389882326209,Random,3,Bcirc.year3.BC
0.341423206161258,0.132473661801465,0.439013817039449,0.303185247506566,0.291284953589465,All,4,Bcirc.year3.BC
0.2664114515394,0.162596695894284,0.393889031248253,0.310860403311967,0.3148139199437,CDmean,4,Bcirc.year3.BC
0.316523238448742,0.0601728770881618,0.305636594914091,0.226639818918612,0.215476564291323,Random,4,Bcirc.year3.BC
0.284258170766301,0.330884576465333,0.348479914212553,0.22676201092927,0.307734933079043,All,5,Bcirc.year3.BC
0.329008751012525,0.318796029546797,0.303227495029395,0.163308026349664,0.306276688447278,CDmean,5,Bcirc.year3.BC
0.287855742222909,0.225107126407528,0.214126756823804,0.174059372010966,0.238818418399165,Random,5,Bcirc.year3.BC
0.330244435060604,0.331970697249744,0.26940865897509,0.344244482198237,0.30142608562726,All,6,Bcirc.year3.BC
0.319110080515172,0.299111277131842,0.260934955743918,0.275403251454346,0.250283679967383,CDmean,6,Bcirc.year3.BC
0.327384239752494,0.247901697077361,0.212248437424163,0.186953362087034,0.227276073748107,Random,6,Bcirc.year3.BC
0.272540213976792,0.366474779473953,0.309138049778928,0.32259947156705,0.293781309725225,All,7,Bcirc.year3.BC
0.241582058367799,0.338727619133014,0.314669041328943,0.30769851950192,0.273592706361236,CDmean,7,Bcirc.year3.BC
0.213348290236222,0.25377369807843,0.219210370362381,0.252969030377271,0.275349848430103,Random,7,Bcirc.year3.BC
0.283271323351128,0.292566301376371,0.404149859984956,0.272977178737511,0.307813936641054,All,8,Bcirc.year3.BC
0.236198589585823,0.256576124607021,0.394389030219796,0.270871061642893,0.300168161551288,CDmean,8,Bcirc.year3.BC
0.212414474579673,0.167486119289439,0.374203733710917,0.29393417702161,0.259411129692507,Random,8,Bcirc.year3.BC
0.335048626760419,0.321447703193756,0.414386298669214,0.179905213939351,0.33298268613409,All,9,Bcirc.year3.BC
0.324867097402092,0.298029072990611,0.383047412531996,0.201972192440292,0.337772008702153,CDmean,9,Bcirc.year3.BC
0.310493585785912,0.300398445012846,0.353532370433028,0.10334517407947,0.137183859955667,Random,9,Bcirc.year3.BC
0.356783318531995,0.292973348108397,0.396991979460286,0.239326174703655,0.275600085743311,All,10,Bcirc.year3.BC
0.316749539850901,0.310154995554526,0.408457736292978,0.233818379340026,0.276750660055216,CDmean,10,Bcirc.year3.BC
0.301709253680326,0.283341718764145,0.394514406548044,0.225102840328706,0.178930515849544,Random,10,Bcirc.year3.BC
