V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.434200867655166,0.139539196199297,0.37646142912729,0.457600631991633,0.299205052799056,All,1,DBI.year3.BC
0.349207301945003,0.224233593892313,0.330559537071193,0.451152944597064,0.206435694384838,CDmean,1,DBI.year3.BC
0.366197811901497,0.127066520533987,0.395822812918542,0.42774287898794,0.0553428252180166,Random,1,DBI.year3.BC
0.263349811517763,0.286456289850673,0.313645876026768,0.443984857300193,0.380235581151316,All,2,DBI.year3.BC
0.352510000687744,0.349025928490727,0.243676309342537,0.429291548445396,0.3262083893923,CDmean,2,DBI.year3.BC
0.361208458192475,0.351096428239361,0.200007252981415,0.431730096111913,0.278023080911752,Random,2,DBI.year3.BC
0.266971222687164,0.291364939938886,0.24499408555307,0.472334748414614,0.435588117833128,All,3,DBI.year3.BC
0.270476722685662,0.321318369336815,0.158336893115923,0.489767251364124,0.446019271546601,CDmean,3,DBI.year3.BC
0.177455507388527,0.244815261067008,0.111105664377873,0.372049261557626,0.287468650992136,Random,3,DBI.year3.BC
0.574949391274793,0.243556898334754,0.255693314936937,0.239535143086028,0.417922450583489,All,4,DBI.year3.BC
0.555255083058367,0.205562065378367,0.280462079203237,0.179417698055318,0.343972888986515,CDmean,4,DBI.year3.BC
0.293780505113595,0.223567585316275,0.195056318537,0.167197308271174,0.282280664336633,Random,4,DBI.year3.BC
0.399761803115604,0.239398857289776,0.352503183367407,0.416807632030749,0.333511713002617,All,5,DBI.year3.BC
0.372907318855548,0.176068478166667,0.309666577780734,0.466323275924883,0.272867651292596,CDmean,5,DBI.year3.BC
0.394270070185352,0.11404188519865,0.209426112382226,0.393854415435978,0.259671883764116,Random,5,DBI.year3.BC
0.290050461757204,0.225502776342663,0.48413164711526,0.335175435212341,0.393905416621115,All,6,DBI.year3.BC
0.281092590922794,0.229826469360406,0.436342257198051,0.316837969219372,0.370657404558997,CDmean,6,DBI.year3.BC
0.188618967976879,0.180231277645082,0.447929305478499,0.333694045861768,0.147509709398986,Random,6,DBI.year3.BC
0.355032311013767,0.291894213493757,0.431869444205368,0.325612107257097,0.411330368719144,All,7,DBI.year3.BC
0.365720046079791,0.306721761343272,0.406144117751762,0.284833605927071,0.384060033733056,CDmean,7,DBI.year3.BC
0.326814090857001,0.314678450157029,0.449345553161864,0.247148323452341,0.339744023653286,Random,7,DBI.year3.BC
0.338649452531913,0.31463982317859,0.445630479997835,0.451476411410221,0.25183615261096,All,8,DBI.year3.BC
0.362173331903057,0.290105587120153,0.370980740057256,0.450346878140281,0.242651563359805,CDmean,8,DBI.year3.BC
0.268560184330846,0.276840595244223,0.222748219658979,0.297152842589376,0.266170669100454,Random,8,DBI.year3.BC
0.452295891970183,0.431084164421916,0.415577686567733,0.242026655713874,0.350624997154968,All,9,DBI.year3.BC
0.445656733743723,0.388044775883196,0.408482193131342,0.239336283979305,0.291644684855082,CDmean,9,DBI.year3.BC
0.422576578139542,0.355008501565075,0.369735934903775,0.229354965991223,0.305351124843733,Random,9,DBI.year3.BC
0.261754783780876,0.435275800243108,0.34721807522665,0.414970969513244,0.293043060946165,All,10,DBI.year3.BC
0.31202810314981,0.440076412211035,0.314292160404838,0.367206192428935,0.249307678172979,CDmean,10,DBI.year3.BC
0.271340259367011,0.41783953619362,0.305124707724022,0.291032760055599,0.253933841143039,Random,10,DBI.year3.BC
